time,comment
00:00.0,"red white blue"
00:16.5,""
01:24.0,""
01:41.0,""
02:30.0,""
03:12.0,""
03:20.5,""
03:22.5,""
03:27.5,""
03:30.1,""
03:33.5,""
03:36.4,""
03:38.2,""
03:39.2,""
03:42.3,""
03:59.8,""
04:16.6,""
04:18.4,""
04:32.6,""
04:38.0,""
05:03.9,""
05:10.8,""
05:25.2,""
05:54.2,""
06:25.7,""
06:46.8,""
06:57.7,""
07:13.0,""
07:22.0,""
07:46.0,""
08:00.0,""
08:14.0,""
08:46.0,""
08:51.0,""
08:55.0,""
09:22.0,""
10:00.0,""
10:05.0,""
10:16.0,""
10:36.0,""
10:48.0,""
11:13.0,""
