time,comment
00:00.0,"opening tableau"
00:46.0,""
00:59.0,""
01:00.0,""
01:09.0,""
02:13.0,""
02:22.0,""
03:08.0,""
03:14.0,""
03:17.0,""
03:25.0,""
03:55.0,""
04:02.0,""
04:36.0,""
04:38.0,""
04:39.0,""
05:06.0,""
05:16.0,""
05:24.0,""
05:30.0,""
06:12.0,""
06:27.0,""
06:35.0,""
06:39.0,""
06:54.0,""
07:04.0,""
07:20.4,""
07:30.6,""
08:09.3,""
08:09.7,""
08:10.2,""
08:16.9,""
08:32.4,""
08:43.7,""
09:25.1,""
09:59.5,""
10:19.0,""
10:34.4,""
10:56.7,""
