time,comment
00:00.0,"blue box"
00:47.5,""
02:10.0,""
02:52.0,""
03:45.0,""
03:48.0,""
03:55.5,""
04:22.0,""
04:33.0,""
04:40.0,""
04:49.0,""
04:58.0,""
05:06.0,""
05:12.77,""
05:21.0,""
05:35.5,""
05:49.5,""
06:32.0,""
06:52.0,""
06:53.0,""
06:54.0,""
06:55.0,""
06:56.0,""
06:57.0,""
07:00.0,""
07:23.0,""
07:46.0,""
08:27.0,""
09:24.0,""
09:56.0,""
10:00.0,""
